Año,Tigre de Bengala,Rinoceronte de Java,Gorila de montaña,Elefante asiático,Leopardo de Amur,Orangután de Borneo,Lince ibérico,Cóndor de California,Vaquita marina,Oso polar,Pangolín malayo,Tortuga carey,Atún rojo del Atlántico,Ajolote,Iguana de Ricord,Cacatúa de las Filipinas,Gato de cabeza plana,Mono narigudo,Canguro arborícola de Matschie,Delfín del río Irawadi,Tiburón martillo gigante,Geco de cola de hoja satánico,Pez napoleón,Rana dorada de Panamá,Ciempiés gigante amazónico,Águila monera,Caracol tigre de Borneo,Murciélago de la isla de Navidad,Langur de Delacour,Pez sierra verde,Cangrejo de los cocoteros,Pato serrucho brasileño,Salamandra gigante china,Gacela de Cuvier,Pez ángel de Clarión,Tortuga gigante de Aldabra,Mono araña de cabeza negra,Pez payaso de Mauritania,Tortuga de caparazón blando de Shanghái,Loro orejiamarillo,Pez guitarra común,Cerceta pardilla,Pez sapo de Borneo,Tortuga estrellada de Birmania,Pez loro bicolor,Gorrión de Worthen,Pez ángel emperador,Tortuga de caja de Indochina,Pez cirujano de aleta amarilla,Pez ballesta payaso,Pez mariposa de bandas de cobre,Pez león rojo,Pez escorpión de aletas voladoras,Pez piedra,Ocelote,Zorro de Darwin,Gavial del Ganges,Pez loro azul,Caimán del Orinoco,Tapir malayo,Lobo etíope,Mofeta moteada pigmea,Tortuga mapa de Barbour,Tiburón duende,Iguana azul,Gacela dama,Pato eider de Steller,Caballo de Przewalski,Guacamayo de Spix,Gato de Pallas,Dugongo,Zorro isleño,Salamandra de cueva olm,Tortuga gigante de Galápagos,Pangolín chino,Mariposa monarca,Ciervo almizclero,Gorila de río Cross,Cangrejo de los Yeti,Cebra de Grévy,Antílope saiga,Búho nival,Águila harpía,Gato andino,Dragón de Komodo,Oso panda gigante,Águila filipina,Lobo de crin,Pingüino de Galápagos,Buitre egipcio,Delfín rosado del Amazonas,Periquito de Mauricio,Gaviota rosada,Tortuga laúd,Pez espátula chino,Cabra de los Pirineos,Lémur de cola anillada,Mono capuchino de pecho amarillo,Gato de arena,Rana de Darwin,Lagarto de cola de látigo,Ganso nival
1921,33868.0,843.76,4338.584,173960.0,269.76,208949.6,3343.792,449.5875,4161.68,84040.0,10102.4484,21785.6892,65589.018,55145.3672,78539.582,76604.9812,59398.6316,50288.6956,16030.63,47008.6144,77714.3092,72652.58,68906.0768,52226.658,55275.6292,66621.0292,28378.6272,23084.1072,51314.824,9530.136,45215.2008,12745.5064,25382.6012,38797.9064,81134.7372,19129.1848,44079.8204,37970.1124,21765.5196,5300.4028,,43039.4052,69641.4268,76989.8844,50779.4892,52521.6384,4582.7012,6287.8728,67490.8432,83923.1844,31894.8608,18287.104,74714.9216,33772.3144,29208.102,68213.5872,34001.7436,4843.2252,64986.4512,77641.19440000001,84040.0,,65112.5112,25771.7064,32413.3876,67195.0224,25779.27,84040.0,55215.9608,43871.4012,,18585.446,14687.6708,71613.0052,30950.2512,11240.35,64050.2456,35443.0296,27089.4536,69675.8832,20844.4412,73447.5984,,66547.91440000001,60662.5932,84040.0,32453.7268,39618.1368,47533.8644,,84040.0,84040.0,79385.8648,68261.49,8320.0,82116.3244,84040.0,67155.5236,83788.7204,,73797.2048,12058.8996
1922,33576.0,836.3199999999999,4307.088,172720.0,268.32,207947.2,3312.544,442.425,4121.76,83280.0,10011.0888,21588.6744,64995.876,54646.6704,77829.324,75912.2184,58861.4712,49833.9192,15885.66,46583.5008,77011.5144,71995.56,68282.9376,51754.356,54775.7544,66018.5544,28121.9904,22875.3504,50850.768,9443.952,44806.3056,12630.2448,25153.0584,38447.0448,80401.0104,18956.1936,43681.1928,37626.7368,21568.6872,,74590.5648,42650.1864,69011.6376,76293.6408,50320.2744,52046.6688,4541.2584,6231.0096,66880.5024,83164.2408,,,74039.2512,,28943.964,67596.7104,33694.2552,4799.4264,64398.7584,76939.0608,83280.0,7486.872,64523.6784,25538.6448,32120.2632,66587.35680000001,25546.14,83280.0,54716.6256,43474.6584,22327.368,18417.372,14554.8456,70965.3864,30670.3584,11138.7,63471.0192,35122.5072,26844.4752,69045.7824,20655.9384,72783.3888,35637.1776,,60114.0024,83280.0,32160.2376,39259.8576,47104.0008,69157.3776,83280.0,83280.0,78667.95360000001,67644.18,8240.0,81373.7208,83280.0,66548.2152,83030.9928,80609.2104,73129.8336,11949.8472
1923,33284.0,828.88,4275.592,171480.0,266.88,206944.8,3281.296,435.26250000000005,4081.84,82520.0,9919.7292,21391.6596,64402.734,54147.9736,,75219.4556,58324.3108,49379.1428,15740.69,,76308.7196,71338.54000000001,67659.7984,51282.054,54275.8796,65416.0796,27865.3536,22666.5936,50386.712,9357.768,44397.4104,12514.9832,24923.5156,38096.1832,79667.2836,18783.2024,43282.5652,37283.3612,21371.8548,5204.5364,73909.86319999999,42260.9676,68381.8484,75597.3972,49861.0596,51571.6992,4499.8156,6174.1464,66270.16159999999,82405.2972,31317.9904,,73363.5808,33161.4872,28679.826,66979.8336,33386.7668,4755.6276,63811.0656,76236.9272,82520.0,7418.548,63934.8456,25305.5832,31827.1388,65979.6912,25313.01,,54217.2904,43077.9156,22123.612,,,70317.76759999999,30390.4656,,62891.7928,34801.9848,26599.4968,68415.6816,20467.4356,72119.1792,35311.9584,65344.2872,59565.4116,82520.0,31866.7484,38901.5784,46674.1372,68526.2584,82520.0,82520.0,77950.0424,67026.87,8160.0,80631.11720000001,82520.0,65940.9068,82273.2652,79873.5836,72462.4624,11840.7948
1924,32992.0,821.44,4244.096,170240.0,265.44,205942.4,3250.048,428.1,4041.92,81760.0,9828.3696,21194.6448,63809.592,53649.2768,76408.80799999999,74526.69279999999,57787.1504,48924.3664,15595.72,,75605.92480000001,70681.52,67036.6592,50809.752,53776.0048,64813.6048,27608.7168,22457.8368,49922.656,9271.583999999999,43988.5152,12399.7216,24693.9728,37745.3216,78933.55679999999,18610.2112,42883.9376,36939.9856,21175.0224,5156.6032,73229.16159999999,41871.7488,67752.0592,74901.15359999999,49401.8448,51096.7296,4458.3728,6117.2832,65659.8208,81646.3536,31029.5552,17790.976,72687.9104,32856.0736,28415.688,66362.9568,33079.2784,4711.8288,63223.3728,75534.7936,81760.0,7350.224,63346.0128,25072.5216,31534.0144,65372.0256,25079.88,81760.0,,42681.1728,21919.856,18081.224,14289.1952,69670.1488,30110.5728,10935.4,62312.5664,34481.4624,26354.5184,67785.5808,,71454.9696,34986.7392,64742.4736,59016.8208,,31573.2592,38543.2992,46244.2736,67895.1392,81760.0,81760.0,77232.1312,66409.56,8080.0,79888.5136,81760.0,65333.5984,81515.53760000001,79137.9568,71795.0912,11731.7424
1925,32700.0,814.0,4212.6,169000.0,264.0,204940.0,3218.8,420.9375,4002.0,81000.0,9737.01,20997.63,63216.45,53150.58,75698.55,73833.93,57249.99,48469.59,15450.75,45308.16,74903.13,70024.5,66413.52,50337.45,53276.13,64211.13,27352.08,22249.08,49458.6,9185.4,43579.62,12284.46,24464.43,37394.46,78199.83,18437.22,42485.31,36596.61,20978.19,5108.67,72548.45999999999,41482.53,67122.27,74204.91,48942.63,50621.76,4416.93,6060.42,65049.48,80887.41,30741.12,17625.6,72012.24,32550.66,,65746.08,,4668.03,62635.68,74832.66,81000.0,,62757.18,24839.46,31240.89,64764.36,24846.75,81000.0,53218.62,42284.43,21716.1,17913.15,14156.37,69022.53,29830.68,10833.75,61733.34,34160.94,26109.54,67155.48,20090.43,70790.76,,64140.66,58468.23,81000.0,31279.77,38185.02,45814.41,67264.02,81000.0,81000.0,76514.22,65792.25,8000.0,79145.91,81000.0,64726.29,80757.81,78402.33,71127.72,11622.69
1926,32408.0,806.56,4181.104,167760.0,262.56,203937.6,3187.552,413.775,3962.08,80240.0,9645.6504,20800.6152,62623.308,52651.8832,74988.292,73141.1672,56712.8296,48014.8136,15305.78,44883.0464,74200.3352,69367.48,65790.3808,49865.148,52776.2552,63608.65519999999,27095.4432,22040.3232,48994.544,9099.216,,12169.1984,24234.8872,,77466.1032,18264.2288,42086.68240000001,36253.2344,20781.3576,5060.736800000001,,41093.3112,66492.4808,73508.6664,48483.4152,50146.7904,4375.4872,6003.5568,64439.1392,80128.4664,30452.6848,,71336.5696,32245.2464,27887.412,65129.2032,,4624.2312,62047.9872,74130.5264,80240.0,7213.576,,24606.3984,30947.7656,64156.6944,24613.62,,52719.2848,41887.6872,21512.344,17745.076,14023.5448,68374.9112,29550.7872,10732.1,61154.1136,33840.4176,25864.5616,66525.3792,19901.9272,70126.55040000001,34336.3008,63538.8464,57919.6392,80240.0,30986.2808,37826.7408,45384.5464,66632.9008,80240.0,80240.0,75796.3088,65174.94,7920.0,78403.3064,80240.0,64118.9816,80000.0824,77666.7032,70460.3488,11513.6376
1927,32116.0,799.12,4149.608,166520.0,261.12,202935.2,3156.304,406.6125,3922.16,79480.0,9554.290799999999,20603.6004,62030.166,52153.1864,74278.034,72448.4044,56175.6692,47560.0372,15160.81,44457.9328,73497.5404,68710.45999999999,,49392.846,52276.3804,63006.1804,,21831.5664,48530.488,9013.032,42761.8296,12053.9368,24005.3444,36692.7368,76732.37640000001,18091.2376,41688.0548,35909.8588,20584.5252,5012.8036,71187.0568,40704.0924,65862.6916,72812.4228,48024.2004,49671.8208,4334.0444,5946.693600000001,63828.7984,79369.5228,30164.2496,17294.848,70660.8992,31939.8328,27623.274,64512.3264,32156.8132,4580.4324,61460.2944,73428.3928,79480.0,7145.252,61579.5144,,,63549.0288,24380.49,79480.0,52219.9496,41490.9444,21308.588,17577.002,13890.7196,67727.2924,29270.8944,,60574.8872,33519.8952,25619.5832,65895.2784,19713.4244,69462.3408,34011.0816,,57371.0484,79480.0,30692.7916,37468.4616,44954.6828,66001.7816,79480.0,79480.0,75078.3976,64557.63,7840.0,77660.7028,79480.0,63511.6732,79242.3548,76931.07639999999,69792.9776,11404.5852
1928,31824.0,791.68,4118.112,165280.0,259.68,201932.8,3125.056,399.45000000000005,3882.24,78720.0,9462.931199999999,20406.5856,61437.024,51654.4896,73567.776,71755.6416,55638.5088,47105.2608,15015.84,44032.8192,72794.7456,68053.44,64544.1024,48920.544,51776.5056,62403.7056,26582.1696,21622.8096,48066.432,8926.848,42352.9344,11938.6752,23775.8016,36341.8752,75998.6496,17918.2464,41289.4272,35566.4832,20387.6928,4964.8704,70506.3552,40314.8736,65232.90240000001,,47564.9856,49196.8512,,5889.8304,63218.45759999999,78610.57920000001,29875.8144,17129.472,69985.2288,31634.4192,27359.136,,31849.3248,4536.6336,60872.60159999999,72726.2592,78720.0,7076.928,60990.6816,24140.2752,30361.5168,62941.36320000001,24147.36,78720.0,51720.6144,41094.2016,21104.832,17408.928,13757.8944,67079.6736,28991.0016,10528.8,59995.6608,33199.3728,25374.6048,65265.1776,19524.9216,68798.1312,33685.8624,,56822.45759999999,78720.0,30399.3024,37110.1824,44524.8192,65370.6624,78720.0,78720.0,74360.4864,63940.32,7760.0,76918.0992,78720.0,62904.3648,78484.6272,76195.44959999999,69125.6064,11295.5328
1929,31532.0,784.24,4086.616,164040.0,258.24,200930.4,3093.808,392.2875,3842.3199999999997,77960.0,9371.5716,20209.5708,60843.882,51155.7928,72857.518,71062.8788,55101.3484,,14870.87,,72091.95079999999,67396.42,63920.9632,48448.242,51276.6308,61801.2308,26325.5328,21414.0528,47602.376,8840.664,41944.0392,11823.4136,23546.2588,35991.01360000001,75264.9228,17745.2552,40890.7996,35223.1076,20190.8604,4916.9372,69825.6536,39925.6548,64603.11320000001,71419.9356,47105.7708,48721.8816,4251.1588,5832.9672,62608.1168,,29587.3792,16964.096,69309.55840000001,31329.0056,27094.998,63278.5728,31541.8364,4492.834800000001,60284.9088,72024.1256,77960.0,7008.604,60401.8488,23907.2136,30068.3924,62333.6976,23914.23,77960.0,51221.2792,40697.4588,20901.076,17240.854,13625.0692,66432.0548,28711.1088,10427.15,59416.4344,32878.8504,25129.6264,64635.0768,19336.4188,68133.9216,33360.6432,61733.4056,56273.8668,77960.0,30105.8132,36751.9032,44094.9556,64739.5432,77960.0,77960.0,73642.57519999999,63323.01,7680.0,76175.4956,77960.0,62297.0564,77726.8996,75459.8228,68458.2352,11186.4804
1930,31240.0,776.8,4055.12,162800.0,256.8,199928.0,3062.56,385.125,3802.3999999999996,77200.0,9280.212,20012.556,60250.74,50657.096,72147.26,70370.116,54564.188,46195.708,14725.9,43182.592,71389.156,66739.4,63297.824,47975.94,50776.756,61198.75599999999,26068.896,,47138.32,8754.48,41535.144,11708.152,23316.716,35640.152,74531.196,17572.264,40492.172,34879.732,,4869.004,69144.952,39536.436,63973.324,70723.692,46646.556,48246.912,4209.716,,61997.776,77092.69200000001,29298.944,16798.72,68633.888,31023.592,26830.86,62661.696,31234.348,,59697.216,71321.992,77200.0,6940.280000000001,59813.016,23674.152,29775.268,61726.03200000001,23681.1,77200.0,50721.944,40300.716,20697.32,17072.78,13492.244,65784.436,28431.216,10325.5,58837.208,32558.328,24884.648,64004.976,19147.916,67469.712,33035.424,61131.592,55725.276,77200.0,29812.324,36393.624,43665.092,64108.424,77200.0,77200.0,72924.664,62705.7,7600.0,75432.89199999999,77200.0,61689.748,76969.172,74724.196,67790.864,
1931,30948.0,769.36,4023.624,161560.0,255.36,198925.6,3031.312,377.9625,3762.48,76440.0,9188.8524,19815.5412,59657.598,50158.3992,71437.00200000001,69677.3532,54027.0276,45740.9316,14580.93,42757.4784,70686.3612,66082.38,62674.6848,47503.638,50276.8812,60596.2812,25812.2592,20996.5392,46674.264,8668.296,41126.2488,11592.8904,23087.1732,35289.2904,73797.46919999999,17399.2728,40093.5444,34536.3564,19797.1956,4821.0708,68464.2504,39147.2172,63343.5348,70027.4484,46187.3412,47771.9424,4168.2732,5719.2408,61387.4352,76333.7484,29010.5088,16633.344,67958.2176,30718.1784,26566.722,,30926.8596,4405.2372,59109.5232,70619.8584,76440.0,,59224.1832,23441.0904,29482.1436,61118.3664,23447.97,76440.0,50222.6088,39903.9732,20493.564,16904.706,13359.4188,65136.8172,28151.3232,10223.85,58257.9816,32237.8056,24639.6696,63374.87519999999,18959.4132,66805.5024,32710.2048,60529.7784,55176.6852,76440.0,29518.8348,36035.3448,43235.2284,63477.3048,76440.0,76440.0,72206.7528,62088.39,7520.0,74690.28839999999,76440.0,61082.4396,76211.44440000001,73988.5692,67123.4928,
1932,30656.0,761.92,3992.128,160320.0,253.92000000000002,197923.2,3000.064,370.8,3722.56,75680.0,9097.4928,19618.5264,59064.456,49659.7024,70726.744,68984.5904,53489.8672,45286.1552,14435.96,42332.3648,69983.5664,65425.36,62051.5456,47031.336,49777.0064,59993.8064,25555.6224,20787.7824,46210.208,8582.112000000001,40717.3536,11477.6288,22857.6304,34938.4288,73063.7424,17226.2816,39694.9168,34192.9808,19600.3632,4773.1376,67783.5488,38757.9984,62713.7456,69331.2048,45728.1264,47296.9728,4126.8304,5662.3776,60777.0944,,28722.0736,16467.968,67282.5472,,26302.584,61427.9424,30619.3712,4361.4384,58521.8304,69917.7248,75680.0,6803.632,58635.3504,23208.0288,29189.0192,60510.70080000001,23214.84,75680.0,49723.2736,39507.2304,20289.808,16736.632,13226.5936,64489.19839999999,27871.4304,10122.2,57678.7552,31917.2832,24394.6912,62744.77439999999,18770.9104,66141.2928,32384.9856,59927.9648,54628.0944,75680.0,29225.3456,35677.0656,42805.3648,62846.1856,75680.0,75680.0,71488.8416,61471.08,7440.0,73947.6848,75680.0,60475.1312,75453.7168,73252.9424,66456.1216,10859.3232
1933,30364.0,754.48,3960.632,159080.0,252.48000000000002,196920.8,2968.816,363.63750000000005,3682.64,74920.0,9006.1332,19421.5116,58471.314,49161.0056,70016.486,68291.82759999999,,44831.3788,,41907.2512,69280.77160000001,64768.34,,46559.034,49277.1316,59391.3316,25298.9856,20579.0256,45746.152,8495.928,40308.4584,11362.3672,22628.0876,34587.5672,72330.0156,17053.2904,39296.2892,33849.60520000001,19403.5308,4725.204400000001,67102.8472,38368.7796,62083.9564,,45268.9116,46822.0032,,5605.5144,60166.7536,74815.8612,28433.6384,16302.592,66606.8768,,26038.446,60811.0656,30311.8828,,57934.1376,69215.5912,74920.0,6735.308,58046.5176,22974.9672,28895.8948,59903.0352,22981.71,74920.0,49223.9384,39110.4876,20086.052,16568.558,13093.7684,63841.5796,27591.5376,10020.55,57099.5288,31596.7608,24149.7128,62114.67359999999,18582.4076,65477.0832,32059.7664,59326.1512,54079.5036,74920.0,28931.8564,35318.7864,42375.5012,62215.0664,74920.0,74920.0,70770.9304,60853.77,7360.0,73205.0812,74920.0,59867.82279999999,74695.98920000001,72517.3156,65788.7504,10750.2708
1934,30072.0,747.04,3929.136,157840.0,251.04,195918.4,2937.568,356.475,3642.7200000000003,74160.0,8914.7736,19224.4968,57878.172,48662.3088,69306.228,67599.0648,52415.5464,44376.6024,14146.02,41482.1376,,64111.32,60805.2672,46086.732,48777.2568,58788.85679999999,25042.3488,20370.2688,45282.09600000001,8409.744,39899.5632,11247.1056,22398.5448,34236.7056,71596.2888,,38897.6616,33506.2296,19206.6984,4677.2712,66422.1456,37979.5608,61454.1672,67938.7176,44809.69680000001,46347.0336,4043.9448,5548.6512,59556.4128,74056.9176,28145.2032,16137.216,65931.2064,29801.9376,25774.308,60194.1888,30004.3944,4273.8408,57346.4448,68513.4576,74160.0,6666.984,57457.6848,22741.9056,28602.7704,59295.36960000001,22748.58,74160.0,48724.6032,38713.7448,19882.296,16400.484,12960.9432,63193.9608,27311.6448,9918.9,56520.3024,31276.2384,23904.7344,61484.57279999999,18393.9048,64812.8736,31734.5472,58724.3376,53530.9128,74160.0,28638.3672,34960.5072,41945.6376,61583.9472,74160.0,74160.0,70053.0192,60236.46000000001,7280.0,72462.4776,74160.0,59260.5144,73938.2616,71781.6888,65121.3792,10641.2184
1935,29780.0,739.5999999999999,3897.6400000000003,156600.0,249.6,194916.0,2906.3199999999997,349.3125,3602.8,73400.0,8823.414,19027.482,57285.03,48163.612,68595.97,66906.302,51878.386,43921.826,14001.05,41057.024,67875.182,63454.3,60182.128,45614.43,48277.382,58186.382,24785.712,20161.512,44818.04,8323.56,39490.668,11131.844,22169.002,33885.844,70862.562,16707.308,38499.034,33162.854,19009.866,4629.338,65741.444,37590.342,60824.378,67242.474,44350.482,45872.064,4002.501999999999,5491.788,58946.072,73297.974,27856.768,15971.84,65255.536,29496.524,25510.17,59577.312,,4230.041999999999,56758.752,67811.324,73400.0,6598.66,56868.852,22508.844,28309.646,58687.704,22515.45,,48225.268,38317.002,19678.54,16232.41,12828.118,62546.342,27031.752,9817.25,55941.076,30955.716,23659.756,60854.47199999999,18205.402,64148.664,31409.328,58122.524,,73400.0,28344.878,34602.228,41515.774,60952.828,73400.0,73400.0,69335.10800000001,,7200.0,71719.874,73400.0,58653.206,,71046.062,64454.008,
1936,29488.0,732.16,3866.1440000000002,155360.0,248.16,193913.6,2875.072,342.15000000000003,3562.88,72640.0,8732.0544,18830.4672,56691.888,47664.9152,67885.712,66213.5392,51341.22560000001,,13856.08,40631.9104,67172.3872,62797.28,59558.98880000001,,47777.5072,57583.9072,24529.0752,19952.7552,44353.984,8237.376,39081.7728,11016.5824,21939.4592,33534.9824,70128.8352,16534.3168,38100.4064,32819.4784,,4581.4048,65060.7424,37201.1232,60194.5888,66546.2304,43891.2672,45397.0944,3961.0592,5434.9248,58335.73119999999,72539.0304,27568.3328,15806.464,64579.8656,29191.1104,25246.032,58960.4352,29389.4176,4186.2432,56171.0592,67109.19039999999,72640.0,6530.336,56280.0192,22275.7824,28016.5216,58080.0384,22282.32,72640.0,47725.9328,37920.2592,19474.784,16064.336,,61898.72319999999,26751.8592,9715.6,55361.8496,30635.1936,23414.7776,60224.37119999999,18016.8992,63484.4544,31084.1088,57520.7104,52433.73119999999,72640.0,28051.3888,34243.9488,41085.9104,60321.7088,72640.0,72640.0,68617.1968,59001.84,7120.0,70977.2704,72640.0,58045.8976,72422.8064,70310.4352,63786.63680000001,10423.1136
1937,29196.0,724.72,3834.648,154120.0,246.72,192911.2,2843.824,334.9875,3522.96,71880.0,8640.694800000001,18633.4524,56098.746,47166.2184,67175.454,65520.7764,50804.0652,43012.2732,13711.11,40206.7968,,62140.26,58935.8496,44669.826,47277.6324,56981.4324,24272.4384,19743.9984,43889.928,8151.192,38672.8776,10901.3208,21709.9164,33184.1208,69395.1084,16361.3256,37701.7788,32476.1028,18616.2012,4533.4716,64380.0408,36811.9044,59564.7996,65849.9868,43432.0524,44922.12480000001,3919.6164,5378.0616,57725.3904,71780.0868,27279.8976,15641.088,63904.1952,28885.6968,24981.894,58343.5584,29081.9292,4142.4444,55583.3664,66407.05679999999,71880.0,6462.012000000001,55691.1864,22042.7208,27723.3972,57472.3728,22049.19,,47226.5976,37523.5164,19271.028,15896.262,12562.4676,61251.1044,26471.9664,9613.95,54782.6232,30314.6712,23169.7992,59594.27039999999,17828.3964,62820.2448,30758.8896,56918.8968,51885.1404,71880.0,27757.8996,33885.6696,40656.0468,59690.5896,71880.0,71880.0,67899.2856,58384.53,7040.0,70234.6668,71880.0,57438.5892,71665.0788,69574.80840000001,,10314.0612
1938,28904.0,717.28,3803.152,152880.0,245.28,191908.8,2812.576,327.825,3483.04,71120.0,8549.3352,18436.4376,55505.604,46667.5216,66465.196,64828.0136,50266.9048,42557.4968,13566.14,39781.6832,65766.79759999999,61483.24000000001,58312.7104,44197.524,46777.7576,56378.95759999999,24015.8016,19535.2416,43425.872,8065.008,38263.9824,10786.0592,21480.3736,32833.2592,,16188.3344,,32132.7272,18419.3688,4485.538399999999,63699.3392,36422.6856,58935.0104,65153.7432,42972.8376,44447.1552,3878.1736,5321.1984,57115.0496,,26991.4624,15475.712,63228.5248,28580.2832,24717.756,57726.6816,28774.4408,4098.6456,54995.67359999999,65704.9232,71120.0,6393.688,55102.3536,21809.6592,27430.2728,56864.7072,21816.06,71120.0,46727.2624,,19067.272,15728.188,12429.6424,60603.4856,,9512.3,54203.3968,29994.1488,22924.8208,58964.16959999999,17639.8936,62156.0352,30433.6704,,51336.5496,71120.0,,33527.3904,,59059.47040000001,71120.0,,67181.3744,57767.22,6960.0,69492.0632,71120.0,56831.2808,70907.3512,68839.1816,62451.8944,10205.0088
1939,28612.0,709.8399999999999,3771.656,151640.0,243.84,190906.4,2781.328,320.6625,3443.12,70360.0,8457.9756,18239.4228,54912.462,46168.8248,65754.938,64135.25079999999,49729.7444,42102.7204,13421.17,39356.5696,65064.0028,60826.22,57689.57120000001,43725.22199999999,46277.8828,55776.4828,23759.1648,19326.4848,42961.816,7978.824000000001,37855.0872,10670.7976,,32482.3976,67927.6548,16015.3432,36904.5236,31789.3516,18222.5364,4437.6052,63018.6376,36033.4668,58305.2212,64457.4996,42513.6228,43972.1856,3836.7308,5264.3352,56504.70879999999,70262.1996,26703.0272,15310.336,62552.8544,28274.8696,24453.618,57109.8048,28466.9524,4054.8468,54407.9808,65002.7896,70360.0,6325.364,54513.5208,21576.5976,27137.1484,56257.0416,21582.93,70360.0,46227.92720000001,36730.0308,18863.516,15560.114,12296.8172,59955.8668,25912.1808,9410.65,53624.1704,,22679.8424,,17451.3908,61491.8256,30108.4512,55715.2696,50787.95879999999,70360.0,27170.9212,33169.1112,39796.3196,58428.3512,70360.0,70360.0,66463.4632,57149.91,6880.0,68749.4596,70360.0,56223.9724,70149.6236,68103.5548,61784.5232,10095.9564
1940,28320.0,702.4,3740.16,150400.0,242.4,189904.0,2750.08,313.5,3403.2,,8366.616,18042.408,54319.32,45670.128,65044.68,63442.488,,41647.944,13276.2,,64361.208,60169.2,57066.432,43252.92,45778.008,55174.008,23502.528,19117.728,42497.76,7892.64,37446.192,10555.536,21021.288,32131.536,67193.928,15842.352,36505.896,31445.976,18025.704,4389.672,62337.936,35644.248,57675.432,63761.256,42054.408,43497.216,3795.288,5207.472,55894.368,,26414.592,15144.96,61877.184,27969.456,24189.48,,28159.464,4011.048,53820.288,64300.656,69600.0,6257.04,53924.68799999999,21343.536,26844.024,55649.376,21349.8,69600.0,45728.592,36333.288,18659.76,,12163.992,59308.24799999999,25632.288,,53044.944,29353.104,22434.864,57703.96799999999,17262.888,60827.61599999999,29783.232,55113.45600000001,50239.368,69600.0,26877.432,32810.832,39366.45600000001,57797.232,69600.0,69600.0,65745.552,56532.60000000001,6800.0,68006.856,69600.0,55616.664,69391.89600000001,67367.928,61117.152,9986.904
1941,28028.0,694.96,3708.6639999999998,149160.0,240.96,188901.6,2718.832,306.33750000000003,3363.2799999999997,68840.0,8275.2564,17845.3932,53726.178,45171.4312,,62749.7252,48655.4236,41193.1676,13131.23,38506.3424,63658.4132,59512.18,56443.2928,42780.618,45278.1332,54571.5332,23245.8912,18908.9712,42033.704,7806.456,37037.2968,10440.2744,20791.7452,31780.6744,,15669.3608,36107.2684,31102.6004,17828.8716,4341.7388,61657.2344,35255.0292,57045.6428,63065.0124,41595.1932,43022.2464,3753.8452,5150.6088,55284.0272,68744.3124,26126.1568,14979.584,,27664.0424,23925.342,55876.0512,27851.9756,3967.2492,53232.5952,63598.5224,68840.0,6188.716,53335.8552,21110.4744,26550.8996,55041.7104,21116.67,68840.0,45229.2568,35936.5452,18456.004,15223.966,12031.1668,58660.6292,25352.3952,9207.349999999999,52465.7176,29032.5816,22189.8856,57073.86719999999,17074.3852,60163.4064,29458.0128,54511.6424,49690.7772,68840.0,26583.9428,32452.5528,38936.5924,57166.1128,68840.0,68840.0,65027.6408,55915.29,6720.0,67264.2524,68840.0,55009.3556,68634.1684,66632.3012,60449.78080000001,9877.8516
1942,27736.0,687.52,3677.168,147920.0,239.52,187899.2,2687.584,299.175,3323.3599999999997,68080.0,8183.8968,17648.3784,53133.03599999999,44672.7344,63624.164,62056.9624,48118.2632,40738.3912,12986.26,38081.2288,62955.6184,58855.16,55820.15360000001,42308.316,44778.2584,53969.05839999999,22989.2544,18700.2144,41569.648,7720.272,36628.4016,10325.0128,20562.2024,,65726.4744,15496.3696,35708.6408,30759.2248,17632.0392,4293.8056,60976.5328,34865.8104,,62368.7688,41135.9784,42547.27680000001,3712.4024,5093.7456,54673.6864,67985.3688,25837.7216,14814.208,60525.8432,27358.6288,23661.204,55259.1744,27544.4872,,52644.9024,62896.3888,68080.0,6120.392,52747.0224,20877.4128,26257.7752,54434.0448,20883.54,68080.0,44729.9216,35539.8024,18252.248,15055.892,11898.3416,58013.0104,25072.5024,9105.7,51886.4912,28712.0592,21944.9072,56443.76639999999,16885.8824,59499.1968,29132.7936,53909.8288,49142.1864,68080.0,26290.4536,32094.2736,38506.7288,56534.9936,68080.0,68080.0,64309.7296,55297.98,6640.0,66521.6488,68080.0,54402.0472,67876.44080000001,65896.6744,59782.4096,9768.799200000001
